src,text
script1_g_0044-6040-01-01-KSM-F-05-A.wav,조회수 높은 주요 뉴스 제목들 읽어 줘.
script1_g_0044-6041-01-01-KSM-F-05-A.wav,공기정화장치 켜 줘.
script1_g_0044-6042-01-01-KSM-F-05-A.wav,에너지 절약 모드 켜 줄래?
script1_g_0044-6043-01-01-KSM-F-05-A.wav,지금 서울시내에 사고 난 곳이 있는지 봐 줄래?
script1_g_0044-6044-01-01-KSM-F-05-A.wav,전방 십 키로 내 교통 상황이 어때?
script1_g_0044-6045-01-01-KSM-F-05-A.wav,블라인드 조절 전부 내리는 걸로 맞춰 줘.
script1_g_0044-6046-01-01-KSM-F-05-A.wav,이번 주말에 최저 기온이 얼마까지 떨어지는지 알려 줘.
script1_g_0044-6047-01-01-KSM-F-05-A.wav,내가 검색했던 종목 주가가 어떻게 돼?
script1_g_0044-6048-01-01-KSM-F-05-A.wav,기아차의 일주일 주가 확인 부탁해.
script1_g_0044-6049-01-01-KSM-F-05-A.wav,천 원을 달러로 바꾸면 얼마야?
script1_g_0044-6050-01-01-KSM-F-05-A.wav,밖에 어때?
script1_g_0044-6051-01-01-KSM-F-05-A.wav,자동 설정으로 공기청정기 틀어 줘.
script1_g_0044-6052-01-01-KSM-F-05-A.wav,다른 목소리로 오디오 북 읽어줄 수 있어?
script1_g_0044-6053-01-01-KSM-F-05-A.wav,만화 보고 싶으니 티브이 켜 줘.
script1_g_0044-6054-01-01-KSM-F-05-A.wav,지금 빵 구워 줄 수 있니?
script1_g_0044-6055-01-01-KSM-F-05-A.wav,티브이 전원 이제 꺼 줘.
script1_g_0044-6056-01-01-KSM-F-05-A.wav,밖에 날씨 좋아 보여?
script1_g_0044-6057-01-01-KSM-F-05-A.wav,너무 깜깜한데 불 좀 켜 주렴.
script1_g_0044-6058-01-01-KSM-F-05-A.wav,주말에 폭염 주의보 내려졌어?
script1_g_0044-6059-01-01-KSM-F-05-A.wav,듣는책 컨텐츠 검색 부탁해.
script1_g_0044-6060-01-01-KSM-F-05-A.wav,최소한의 에너지 절약 모드를 부탁해.
script1_g_0044-6061-01-01-KSM-F-05-A.wav,즐겨찾기 목록에 얘도 더하자.
script1_g_0044-6062-01-01-KSM-F-05-A.wav,경기 시간표 좀 말해 줄래?
script1_g_0044-6063-01-01-KSM-F-05-A.wav,경기가 언제 있더라?
script1_g_0044-6064-01-01-KSM-F-05-A.wav,야구 경기가 몇시에 열리는지 알고 있어?
script1_g_0044-6065-01-01-KSM-F-05-A.wav,커피 머신으로 따뜻하게 커피내려 줘
script1_g_0044-6066-01-01-KSM-F-05-A.wav,토요일 강수량 궁금해.
script1_g_0044-6067-01-01-KSM-F-05-A.wav,오디오북 목소리 더 좋은 것은 없어?
script1_g_0044-6068-01-01-KSM-F-05-A.wav,오늘 예보 알려주면 고마울 것 같아.
script1_g_0044-6069-01-01-KSM-F-05-A.wav,작은방 불 켜 줘.
script1_g_0044-6070-01-01-KSM-F-05-A.wav,보일러 온도 설정 좀 내 귀가 시간에 맞춰놔.
script1_g_0044-6071-01-01-KSM-F-05-A.wav,이제 블라인드 다 올려.
script1_g_0044-6072-01-01-KSM-F-05-A.wav,이 근처 사고 여부 확인해 주실래요?
script1_g_0044-6073-01-01-KSM-F-05-A.wav,토스터 삼십 초 있다가 꺼 줘.
script1_g_0044-6074-01-01-KSM-F-05-A.wav,환율 변동사항 요약해 줘.
script1_g_0044-6075-01-01-KSM-F-05-A.wav,다 들으려면 얼마나 남았는지 알고 싶어.
script1_g_0044-6076-01-01-KSM-F-05-A.wav,노래 일시정지 좀.
script1_g_0044-6077-01-01-KSM-F-05-A.wav,노래 이제 그만 듣고 싶어.
script1_g_0044-6078-01-01-KSM-F-05-A.wav,주요 뉴스 즉각 알려주면 좋겠어.
script1_g_0044-6079-01-01-KSM-F-05-A.wav,작은 방 전등 소등해 줘.
script1_g_0044-6080-01-01-KSM-F-05-A.wav,오늘 카카오 최고가가 얼만지 말해 줘.
script1_g_0044-6081-01-01-KSM-F-05-A.wav,내일은 더 추워진대?
script1_g_0044-6082-01-01-KSM-F-05-A.wav,한 주 날씨 알려 줘.
script1_g_0044-6083-01-01-KSM-F-05-A.wav,주말에 제일 더울 때 기온이 얼마나 올라가?
script1_g_0044-6084-01-01-KSM-F-05-A.wav,오늘 밤에 날씨 어떨 것 같아?
script1_g_0044-6085-01-01-KSM-F-05-A.wav,내일 우산 챙겨야 할 날씨야?
script1_g_0044-6086-01-01-KSM-F-05-A.wav,금일 기후 예보를 알려 줘.
script1_g_0044-6087-01-01-KSM-F-05-A.wav,취침 설정 가능하니?
script1_g_0044-6088-01-01-KSM-F-05-A.wav,텔레비전 켜 달라니까?
script1_g_0044-6089-01-01-KSM-F-05-A.wav,지금 오디오북 속도 한 단계 빠르게 설정 가능해?
script1_g_0044-6090-01-01-KSM-F-05-A.wav,지금 커피 한 잔 먹으면 좋을 것 같아.
script1_g_0044-6091-01-01-KSM-F-05-A.wav,주가 전일비 상승이야?
script1_g_0044-6092-01-01-KSM-F-05-A.wav,등 켜 줘.
script1_g_0044-6093-01-01-KSM-F-05-A.wav,저녁에도 비 오는지 확인해 줘.
script1_g_0044-6094-01-01-KSM-F-05-A.wav,조명 안 꺼진거 다 꺼 줘.
script1_g_0044-6095-01-01-KSM-F-05-A.wav,이번 주에 언제부터 추워지니?
script1_g_0044-6096-01-01-KSM-F-05-A.wav,주요 뉴스 어디서 볼 수 있어?
script1_g_0044-6097-01-01-KSM-F-05-A.wav,커피 메이커 전원 넣어 줘.
script1_g_0044-6098-01-01-KSM-F-05-A.wav,플레이 리스트 목록 재생해.
script1_g_0044-6099-01-01-KSM-F-05-A.wav,귀 아픈데 그만 듣고 싶어.
script1_g_0044-6100-01-01-KSM-F-05-A.wav,내가 못 본 헤드라인 있어?
script1_g_0044-6101-01-01-KSM-F-05-A.wav,이 앞에 사고 여부 확인 부탁해.
script1_g_0044-6102-01-01-KSM-F-05-A.wav,경제 기사 중에 외화 관련된 것들로만 뽑아 봐.
script1_g_0044-6103-01-01-KSM-F-05-A.wav,무드등 턴 오프.
script1_g_0044-6104-01-01-KSM-F-05-A.wav,시가총액 제일 탑 종목이 뭐야?
script1_g_0044-6105-01-01-KSM-F-05-A.wav,에너지 잠깐만 절약시켜 줘.
script1_g_0044-6106-01-01-KSM-F-05-A.wav,오디오북 취침 모드 어떻게 해.
script1_g_0044-6107-01-01-KSM-F-05-A.wav,소요 시간 가장 짧은 루트로 알려 줘.
script1_g_0044-6108-01-01-KSM-F-05-A.wav,현재 주가가 몇 포인트 떨어졌어?
script1_g_0044-6109-01-01-KSM-F-05-A.wav,바깥을 보고 싶은데 블라인드 위로 올려 줘.
script1_g_0044-6110-01-01-KSM-F-05-A.wav,거실 불 한 번 꺼 봐.
script1_g_0044-6111-01-01-KSM-F-05-A.wav,내일 우리 동네 날씨 알려 줘.
script1_g_0044-6112-01-01-KSM-F-05-A.wav,이거 플레이 리스트 이름 뭐야?
script1_g_0044-6113-01-01-KSM-F-05-A.wav,밖에 날씨 확인 부탁해.
script1_g_0044-6114-01-01-KSM-F-05-A.wav,커피 마시면서 하루를 시작하고 싶어.
script1_g_0044-6115-01-01-KSM-F-05-A.wav,주요 뉴스 핵심 주제는 무엇에 관한 것이니?
script1_g_0044-6116-01-01-KSM-F-05-A.wav,나는 주요 뉴스를 요구한다.
script1_g_0044-6117-01-01-KSM-F-05-A.wav,검색어 일위 뭔데?
script1_g_0044-6118-01-01-KSM-F-05-A.wav,지금 있는 위치 부근에 사고 있나 확인해 줘.
script1_g_0044-6119-01-01-KSM-F-05-A.wav,에스프레소 투 샷 내려 줘.
script1_g_0044-6120-01-01-KSM-F-05-A.wav,오디오북 콘텐츠로 이동.
script1_g_0044-6121-01-01-KSM-F-05-A.wav,현재 날씨 말해 줘.
script1_g_0044-6122-01-01-KSM-F-05-A.wav,토스터 뜨거워지면 빵 굽기 시작해.
script1_g_0044-6123-01-01-KSM-F-05-A.wav,오디오북 취침 모드 고정!
script1_g_0044-6124-01-01-KSM-F-05-A.wav,마포대교는 통행이 원활해?
script1_g_0044-6125-01-01-KSM-F-05-A.wav,지금 자야 하니까 취침등 꺼 줘.
script1_g_0044-6126-01-01-KSM-F-05-A.wav,이번 주 일교차 확인해 줘.
script1_g_0044-6127-01-01-KSM-F-05-A.wav,오디오북 콘텐츠를 봅시다.
script1_g_0044-6128-01-01-KSM-F-05-A.wav,소등하도록 해.
script1_g_0044-6129-01-01-KSM-F-05-A.wav,귀가가 늦을거야 등불 다 꺼.
script1_g_0044-6130-01-01-KSM-F-05-A.wav,오늘 외환 시세 조합정보 요청합니다.
script1_g_0044-6131-01-01-KSM-F-05-A.wav,지금 날씨가 어떻지?
script1_g_0044-6132-01-01-KSM-F-05-A.wav,오디오북 취침 모드 시작해 줘.
script1_g_0044-6133-01-01-KSM-F-05-A.wav,이번 주 날씨 상태 어때?
script1_g_0044-6134-01-01-KSM-F-05-A.wav,오디오북 취침 모드가 켜져있니?
script1_g_0044-6135-01-01-KSM-F-05-A.wav,이번 주 전체 일기예보 알려 줘.
script1_g_0044-6136-01-01-KSM-F-05-A.wav,오늘 강수확률 어때?
script1_g_0044-6137-01-01-KSM-F-05-A.wav,블라인드 햇빛 차단해 줘.
script1_g_0044-6138-01-01-KSM-F-05-A.wav,실시간 미국 환율이 궁금해.
script1_g_0044-6139-01-01-KSM-F-05-A.wav,궁금해 내일 날씨가.
script1_g_0044-6140-01-01-KSM-F-05-A.wav,토스터 작동 부탁해.
script1_g_0044-6141-01-01-KSM-F-05-A.wav,조명 전원 차단해 줘.
script1_g_0044-6142-01-01-KSM-F-05-A.wav,강남역 통하는 길목에 사고 확인해 봐.
script1_g_0044-6143-01-01-KSM-F-05-A.wav,축구 보러 언제 가면 돼?
script1_g_0044-6144-01-01-KSM-F-05-A.wav,플레이 리스트 확인하고 싶어.
script1_g_0044-6145-01-01-KSM-F-05-A.wav,너무 어두워서 아무 것도 안 보이네 불 키자.
script1_g_0044-6146-01-01-KSM-F-05-A.wav,오디오북 콘텐츠 확인해 줘.
script1_g_0044-6147-01-01-KSM-F-05-A.wav,플레이 리스트 랜덤 재생해 줘.
script1_g_0044-6148-01-01-KSM-F-05-A.wav,해외 증권시세 상황 알려 줘.
script1_g_0044-6149-01-01-KSM-F-05-A.wav,테슬라 주가 상승폭이 얼마나 되는지 알려 줘.
script1_g_0044-6150-01-01-KSM-F-05-A.wav,취침 모드 사용자화가 가능할까?
script1_g_0044-6151-01-01-KSM-F-05-A.wav,나 지금 들어왔어 온도 좀 올려 주겠니?
script1_g_0044-6152-01-01-KSM-F-05-A.wav,내 루틴에 맞게 보일러 설정해 줘.
script1_g_0044-6153-01-01-KSM-F-05-A.wav,다음 주 경기 일정 알려줄 수 있어?
script1_g_0044-6154-01-01-KSM-F-05-A.wav,사고 난 지역이 서울이야?
script1_g_0044-6155-01-01-KSM-F-05-A.wav,내 도착 시간에 맞춰 보일러 온도 설정해 줘.
script1_g_0044-6156-01-01-KSM-F-05-A.wav,주요 뉴스 새로 올라온 거 있어?
script1_g_0044-6157-01-01-KSM-F-05-A.wav,오디오북 콘텐츠 리스트가 필요해.
script1_g_0044-6158-01-01-KSM-F-05-A.wav,막 들어온 금융 뉴스 하나 보내 줘.
script1_g_0044-6159-01-01-KSM-F-05-A.wav,기상청에서 이번 주 날씨 뭐라고 했는지 확인 좀.
script1_g_0044-6160-01-01-KSM-F-05-A.wav,오디오북 이 목소리 말고 없어?
script1_g_0044-6161-01-01-KSM-F-05-A.wav,해외 직구 해야하니까 달러 환율 말해 줘.
script1_g_0044-6162-01-01-KSM-F-05-A.wav,주요 뉴스 찾아 줘.
script1_g_0044-6163-01-01-KSM-F-05-A.wav,토스터 매일 아침 반복 작동시켜 줘.
script1_g_0044-6164-01-01-KSM-F-05-A.wav,토스터에 빵 좀 구워 줘.
script1_g_0044-6165-01-01-KSM-F-05-A.wav,내일 날씨정보 어떻게 봐?
script1_g_0044-6166-01-01-KSM-F-05-A.wav,교통 상황 실시간 체크.
script1_g_0044-6167-01-01-KSM-F-05-A.wav,내일 비 오니?
script1_g_0044-6168-01-01-KSM-F-05-A.wav,이십 초만 구워.
script1_g_0044-6169-01-01-KSM-F-05-A.wav,자동으로 보일러 켜는 것 좀 설정해 줘.
script1_g_0044-6170-01-01-KSM-F-05-A.wav,점등 확인해 줘.
script1_g_0044-6171-01-01-KSM-F-05-A.wav,오디오북 취침 모드 설정 부탁한다.
script1_g_0044-6172-01-01-KSM-F-05-A.wav,오늘 가장 뜨는 뉴스는 뭐야?
script1_g_0044-6173-01-01-KSM-F-05-A.wav,내가 있는 곳 날씨 좀 알려 줘.
script1_g_0044-6174-01-01-KSM-F-05-A.wav,날씨 알려달란 말이야!
script1_g_0044-6175-01-01-KSM-F-05-A.wav,야 방 어둡다 불 켜.
script1_g_0044-6176-01-01-KSM-F-05-A.wav,불 켜져 있는 곳 있으면 전부 소등해 줘.
script1_g_0044-6177-01-01-KSM-F-05-A.wav,오디오북 취침 모드 설정 알려줄수 있겠니?
script1_g_0044-6178-01-01-KSM-F-05-A.wav,재생 중인 오디오북 재생 시간 얼마나 남았어?
script1_g_0044-6179-01-01-KSM-F-05-A.wav,식탁 위에 있는 커피 머신 동작해 줄래?
script1_g_0044-6180-01-01-KSM-F-05-A.wav,거실이랑 안방 불만 좀 점등해 줘.
script1_g_0044-6181-01-01-KSM-F-05-A.wav,내일 확실히 비 그치는게 맞아?
script1_g_0044-6182-01-01-KSM-F-05-A.wav,모드 에너지 절약으로.
script1_g_0044-6183-01-01-KSM-F-05-A.wav,오늘의 핫한 뉴스 있어?
script1_g_0044-6184-01-01-KSM-F-05-A.wav,어제 전일대비 등락률 순위 알려 줘.
script1_g_0044-6185-01-01-KSM-F-05-A.wav,사고 난 도로 피해서 길 알려 줘.
script1_g_0044-6186-01-01-KSM-F-05-A.wav,얼마나 더 가야 정체가 풀리는지 얘기해 줘.
script1_g_0044-6187-01-01-KSM-F-05-A.wav,이번 주 간추린 소식 좀 부탁해.
script1_g_0044-6188-01-01-KSM-F-05-A.wav,커피 머신 커피 뽑아 줘.
script1_g_0044-6189-01-01-KSM-F-05-A.wav,이 노래 즐겨찾기 빨리 해 줘.
script1_g_0044-6190-01-01-KSM-F-05-A.wav,이번 주 날씨 예보 알려주지 않겠니?
script1_g_0044-6191-01-01-KSM-F-05-A.wav,나 정신 없어 노래 정지시켜 줘.
script1_g_0044-6192-01-01-KSM-F-05-A.wav,교통사고 일어났는지 알아 봐주라.
script1_g_0044-6193-01-01-KSM-F-05-A.wav,다음 경기 언제야?
script1_g_0044-6194-01-01-KSM-F-05-A.wav,쌀쌀한데 온도 일 도 올려줄 수 있어?
script1_g_0044-6195-01-01-KSM-F-05-A.wav,오디오북 속도 당겨.
script1_g_0044-6196-01-01-KSM-F-05-A.wav,외화 관련 증시 칼럼 가져와 봐.
script1_g_0044-6197-01-01-KSM-F-05-A.wav,내가 등록한 즐겨찾기 뭐야?
script1_g_0044-6198-01-01-KSM-F-05-A.wav,이피엘 리그 경기 일정 체크.
script1_g_0044-6199-01-01-KSM-F-05-A.wav,실내등 전부 켜 줄래?
script1_g_0044-6200-01-01-KSM-F-05-A.wav,오디오북 속도 느리게 해 봐.
script1_g_0044-6201-01-01-KSM-F-05-A.wav,플레이 리스트 플레이해.
script1_g_0044-6202-01-01-KSM-F-05-A.wav,너무 눈부셔서 블라인드 조금만 닫아주라.
script1_g_0044-6203-01-01-KSM-F-05-A.wav,이 주식 저평가 돼있는 거 맞아?
script1_g_0044-6204-01-01-KSM-F-05-A.wav,이 영상 즐겨찾기 추가.
script1_g_0044-6205-01-01-KSM-F-05-A.wav,차가 많지 않은 경로로 추천해 줘.
script1_g_0044-6206-01-01-KSM-F-05-A.wav,티비 켜주면 고맙겠구나.
script1_g_0044-6207-01-01-KSM-F-05-A.wav,오디오북 목소리 변경을 원해.
script1_g_0044-6208-01-01-KSM-F-05-A.wav,매수 상위 거래원 정보 찾아 줘.
script1_g_0044-6209-01-01-KSM-F-05-A.wav,밤이니까 불 점등해 줘.
script1_g_0044-6210-01-01-KSM-F-05-A.wav,무료 도로 사용해서 갈래.
script1_g_0044-6211-01-01-KSM-F-05-A.wav,지금 나오는 노래 즐겨찾기 해 놔.
script1_g_0044-6212-01-01-KSM-F-05-A.wav,경기 일정 목록 나열해 줘.
script1_g_0044-6213-01-01-KSM-F-05-A.wav,침실 밝혀 줘.
script1_g_0044-6214-01-01-KSM-F-05-A.wav,바로 빵 먹게 토스터 동작 시켜 줘.
script1_g_0044-6215-01-01-KSM-F-05-A.wav,블라인드 반 만 올려 줄래?
script1_g_0044-6216-01-01-KSM-F-05-A.wav,지금 사고 처리하고 있는 곳 있어?
script1_g_0044-6217-01-01-KSM-F-05-A.wav,실내조명 좀 켜.
script1_g_0044-6218-01-01-KSM-F-05-A.wav,사고 확인 파악하고 싶어.
script1_g_0044-6219-01-01-KSM-F-05-A.wav,지금 커피 머신 쓸래.
script1_g_0044-6220-01-01-KSM-F-05-A.wav,현재 체감온도는 몇 도지?
script1_g_0044-6221-01-01-KSM-F-05-A.wav,에너지 절약이 되는 모드로 해 줘.
script1_g_0044-6222-01-01-KSM-F-05-A.wav,커피 머신 작동시켜 줘 보렴.
script1_g_0044-6223-01-01-KSM-F-05-A.wav,절전 모드 서비스 실행.
script1_g_0044-6224-01-01-KSM-F-05-A.wav,주간 날씨 상황은 대강 어때?
script1_g_0046-6001-01-01-SYS-F-05-A.wav,보고 있는 영상 정지시켜 줘.
script1_g_0046-6002-01-01-SYS-F-05-A.wav,다음 주까지 날씨가 어때?
script1_g_0046-6003-01-01-SYS-F-05-A.wav,나 대신 점등해 줘.
script1_g_0046-6004-01-01-SYS-F-05-A.wav,이번 주 대체로 흐린지 궁금해.
script1_g_0046-6005-01-01-SYS-F-05-A.wav,지금 당장 취침 등 꺼 줘.
script1_g_0046-6006-01-01-SYS-F-05-A.wav,이번 주 평균 강수량 체크해 줘.
script1_g_0046-6007-01-01-SYS-F-05-A.wav,이번 주말 날씨 좀 알아 봐 줘.
script1_g_0046-6008-01-01-SYS-F-05-A.wav,지금 날씨는 좀 나아졌는지 알아 봐 줘.
script1_g_0046-6009-01-01-SYS-F-05-A.wav,강남구 오늘 날씨 브리핑.
script1_g_0046-6010-01-01-SYS-F-05-A.wav,어떤 길이 가장 가까워?
script1_g_0046-6011-01-01-SYS-F-05-A.wav,방에 불 좀 키고 싶다.
script1_g_0046-6012-01-01-SYS-F-05-A.wav,금융 뉴스 보여 줄래?
script1_g_0046-6013-01-01-SYS-F-05-A.wav,토스터 예열해 줄 수 있니?
script1_g_0046-6014-01-01-SYS-F-05-A.wav,즐겨찾는 항목으로 이동.
script1_g_0046-6015-01-01-SYS-F-05-A.wav,현재 가까운 도로 원활 한 곳 알려 줘.
script1_g_0046-6016-01-01-SYS-F-05-A.wav,오디오북 취침 모드 있지?
script1_g_0046-6017-01-01-SYS-F-05-A.wav,현재 도로 교통 어떤지 알려 줘.
script1_g_0046-6018-01-01-SYS-F-05-A.wav,이 주변 교통 상황은 어떻게 되니?
script1_g_0046-6019-01-01-SYS-F-05-A.wav,빵 다 구웠으니깐 토스터 오프.
script1_g_0046-6020-01-01-SYS-F-05-A.wav,지금 주가가 어제에 비해 몇 퍼센트 올랐지?
script1_g_0046-6021-01-01-SYS-F-05-A.wav,에어 청정기 켜 줘.
script1_g_0046-6022-01-01-SYS-F-05-A.wav,경부고속도로 소요시간 알려 줘
script1_g_0046-6023-01-01-SYS-F-05-A.wav,내일 태풍 언제쯤 우리나라에 올라와?
script1_g_0046-6024-01-01-SYS-F-05-A.wav,오늘 평균 기온이 얼마쯤 되는지 알고 싶다니깐!
script1_g_0046-6025-01-01-SYS-F-05-A.wav,오늘 태풍 온다는 것 같았는데 맞아?
script1_g_0046-6026-01-01-SYS-F-05-A.wav,내일의 미세멍지 농도는?
script1_g_0046-6027-01-01-SYS-F-05-A.wav,에너지 절약 모드로 셋팅해.
script1_g_0046-6028-01-01-SYS-F-05-A.wav,오늘 일교차가 어느 정도나 된대?
script1_g_0046-6029-01-01-SYS-F-05-A.wav,지름길로 어떻게 가?
script1_g_0046-6030-01-01-SYS-F-05-A.wav,내일 날씨가 뭐야?
script1_g_0046-6031-01-01-SYS-F-05-A.wav,모닝 커피 하게 머신 좀 켜.
script1_g_0046-6033-01-01-SYS-F-05-A.wav,부엌 불 미리 켜 놓고 있어 봐.
script1_g_0046-6034-01-01-SYS-F-05-A.wav,추천 경로 보여 줘.
script1_g_0046-6035-01-01-SYS-F-05-A.wav,학교 가는 길에 사고 확인해 줘.
script1_g_0046-6036-01-01-SYS-F-05-A.wav,오디오북 남은 시간이 어떻게 돼?
script1_g_0046-6037-01-01-SYS-F-05-A.wav,오늘 저녁 기온 몇 도 까지 내려 가?
script1_g_0046-6038-01-01-SYS-F-05-A.wav,커피 끓여 줘.
script1_g_0046-6039-01-01-SYS-F-05-A.wav,영화 보니깐 소등해 줘.
script1_g_0046-6040-01-01-SYS-F-05-A.wav,조회수 높은 주요 뉴스 제목들 읽어 줘.
script1_g_0046-6041-01-01-SYS-F-05-A.wav,공기정화장치 켜 줘.
script1_g_0046-6042-01-01-SYS-F-05-A.wav,에너지 절약 모드 켜 줄래?
script1_g_0046-6043-01-01-SYS-F-05-A.wav,지금 서울시내에 사고 난 곳이 있는지 봐 줄래?
script1_g_0046-6044-01-01-SYS-F-05-A.wav,전방 십 키로 내 교통 상황이 어때?
script1_g_0046-6045-01-01-SYS-F-05-A.wav,블라인드 조절 전부 내리는 걸로 맞춰 줘.
script1_g_0046-6046-01-01-SYS-F-05-A.wav,이번 주말에 최저 기온이 얼마까지 떨어지는지 알려 줘.
script1_g_0046-6047-01-01-SYS-F-05-A.wav,내가 검색했던 종목 주가가 어떻게 돼?
script1_g_0046-6048-01-01-SYS-F-05-A.wav,기아차의 일주일 주가 확인 부탁해.
script1_g_0046-6049-01-01-SYS-F-05-A.wav,천 원을 달러로 바꾸면 얼마야?
script1_g_0046-6050-01-01-SYS-F-05-A.wav,밖에 어때?
script1_g_0046-6051-01-01-SYS-F-05-A.wav,자동 설정으로 공기청정기 틀어 줘.
script1_g_0046-6052-01-01-SYS-F-05-A.wav,다른 목소리로 오디오 북 읽어줄 수 있어?
script1_g_0046-6053-01-01-SYS-F-05-A.wav,만화 보고 싶으니 티브이 켜 줘.
script1_g_0046-6054-01-01-SYS-F-05-A.wav,지금 빵 구워 줄 수 있니?
script1_g_0046-6055-01-01-SYS-F-05-A.wav,티브이 전원 이제 꺼 줘.
script1_g_0046-6056-01-01-SYS-F-05-A.wav,밖에 날씨 좋아 보여?
script1_g_0046-6057-01-01-SYS-F-05-A.wav,너무 깜깜한데 불 좀 켜 주렴.
script1_g_0046-6058-01-01-SYS-F-05-A.wav,주말에 폭염 주의보 내려졌어?
script1_g_0046-6059-01-01-SYS-F-05-A.wav,듣는책 콘텐츠 검색 부탁해.
script1_g_0046-6060-01-01-SYS-F-05-A.wav,최소한의 에너지 절약 모드를 부탁해.
script1_g_0046-6061-01-01-SYS-F-05-A.wav,즐겨찾기 목록에 얘도 더하자.
script1_g_0046-6062-01-01-SYS-F-05-A.wav,경기 시간표 좀 말해 줄래?
script1_g_0046-6063-01-01-SYS-F-05-A.wav,경기가 언제 있더라?
script1_g_0046-6064-01-01-SYS-F-05-A.wav,야구 경기가 몇시에 열리는지 알고 있어?
script1_g_0046-6065-01-01-SYS-F-05-A.wav,커피 머신으로 따뜻하게 커피내려 줘
script1_g_0046-6066-01-01-SYS-F-05-A.wav,토요일 강수량 궁금해.
script1_g_0046-6067-01-01-SYS-F-05-A.wav,오디오북 목소리 더 좋은 것은 없어?
script1_g_0046-6068-01-01-SYS-F-05-A.wav,오늘 예보 알려주면 고마울 것 같아.
script1_g_0046-6069-01-01-SYS-F-05-A.wav,작은방 불 켜 줘.
script1_g_0046-6070-01-01-SYS-F-05-A.wav,보일러 온도 설정 좀 내 귀가 시간에 맞춰놔.
